# Cross sections for e-Ar collisions (Hayashi, 2003)
300,1.27589971595002e-20
400,9.33805767276557e-21
500,7.11522355182514e-21
600,5.65885923640279e-21
700,4.71361827863534e-21
800,4.12163930325454e-21
900,3.7810666779833e-21
1000,3.62377824793252e-21
1100,3.6027698236154e-21
1200,3.6846886496501e-21
1300,3.84526289246196e-21
1400,4.06642506119052e-21
1500,4.33445688368782e-21
1600,4.63876676631649e-21
1700,4.9710681891625e-21
1800,5.32481675671767e-21
1900,5.69481604497921e-21
2000,6.07693438390226e-21
2100,6.46789501876612e-21
2200,6.8651153347002e-21
2300,7.26657955938931e-21
2400,7.67073509153652e-21
2500,8.07640630312364e-21
2600,8.48272198667865e-21
2700,8.88905402272499e-21
2800,9.29496565029943e-21
2900,9.70016816023812e-21
3000,1.01044850503759e-20
3100,1.05078227847283e-20
3200,1.09101473480938e-20
3300,1.13114658198691e-20
3400,1.17118122251375e-20
3500,1.21112369650277e-20
3600,1.25097991832219e-20
3700,1.29075614891917e-20
3800,1.3304586527787e-20
3900,1.3700934955548e-20
4000,1.40966644533546e-20
4100,1.44918294703044e-20
4200,1.48864814533314e-20
4300,1.5280669370031e-20
4400,1.5674440378047e-20
4500,1.60678405332192e-20
4600,1.64609154608366e-20
4700,1.68537109403373e-20
4800,1.72462733743084e-20
4900,1.76386501283813e-20
5000,1.80308897403005e-20
5100,1.84230420047565e-20
5200,1.88151579461292e-20
5300,1.92072896946598e-20
5400,1.95994902832358e-20
5500,1.99918133823602e-20
5600,2.03843129903266e-20
5700,2.0777043094429e-20
5800,2.11700573174258e-20
5900,2.1563408561637e-20
6000,2.19571486611202e-20
6100,2.23513280504478e-20
6200,2.27459954567743e-20
6300,2.31411976201788e-20
6400,2.35369790457404e-20
6500,2.3933381789455e-20
6600,2.43304452789444e-20
6700,2.47282061689381e-20
6800,2.51266982307141e-20
6900,2.55259522740536e-20
7000,2.59259960997849e-20
7100,2.63268544806394e-20
7200,2.67285491679073e-20
7300,2.7131098921245e-20
7400,2.75345195589259e-20
7500,2.79388240258419e-20
7600,2.83440224766258e-20
7700,2.8750122371372e-20
7800,2.91571285815742e-20
7900,2.95650435040569e-20
8000,2.99738671808566e-20
8100,3.03835974231918e-20
8200,3.07942299378497e-20
8300,3.12057584545023e-20
8400,3.16181748526486e-20
8500,3.20314692870533e-20
8600,3.24456303107168e-20
8700,3.28606449945678e-20
8800,3.32764990432131e-20
8900,3.36931769062079e-20
9000,3.41106618844346e-20
9100,3.45289362312792e-20
9200,3.49479812483961e-20
9300,3.53677773759309e-20
9400,3.57883042771499e-20
9500,3.62095409174857e-20
9600,3.6631465638062e-20
9700,3.70540562238109e-20
9800,3.74772899663299e-20
9900,3.7901143721658e-20
10000,3.83255939631772e-20
10100,3.87506168298614e-20
10200,3.9176188170111e-20
10300,3.96022835814195e-20
10400,4.00288784461253e-20
10500,4.04559479635035e-20
10600,4.08834671784504e-20
10700,4.13114110070147e-20
10800,4.17397542590188e-20
10900,4.21684716580109e-20
11000,4.25975378587789e-20
11100,4.30269274626484e-20
11200,4.34566150307774e-20
11300,4.38865750956474e-20
11400,4.4316782170945e-20
11500,4.47472107600101e-20
11600,4.5177835363021e-20
11700,4.56086304830733e-20
11800,4.60395706312971e-20
11900,4.64706303311496e-20
12000,4.69017841220058e-20
12100,4.73330065621616e-20
12200,4.77642722313555e-20
12300,4.81955557329004e-20
12400,4.86268316955144e-20
12500,4.90580747749258e-20
12600,4.94892596553223e-20
12700,4.99203610507056e-20
12800,5.03513537062057e-20
12900,5.0782212399403e-20
13000,5.12129119416986e-20
13100,5.16434271797695e-20
13200,5.20737329971388e-20
13300,5.25038043158851e-20
13400,5.29336160985135e-20
13500,5.3363143350004e-20
13600,5.37923611200499e-20
13700,5.42212445054965e-20
13800,5.46497686529855e-20
13900,5.50779087618089e-20
14000,5.55056400869742e-20
14100,5.59329379424779e-20
14200,5.63597777047858e-20
14300,5.67861348165138e-20
14400,5.72119847903043e-20
14500,5.76373032128874e-20
14600,5.8062065749322e-20
14700,5.84862481474028e-20
14800,5.89098262422252e-20
14900,5.93327759608961e-20
15000,5.97550733273771e-20
15100,6.01766944674502e-20
15200,6.05976156137919e-20
15300,6.1017813111143e-20
15400,6.14372634215614e-20
15500,6.18559431297458e-20
15600,6.22738289484158e-20
15700,6.26908977237372e-20
15800,6.31071264407792e-20
15900,6.35224922289918e-20
16000,6.39369723676905e-20
16100,6.43505442915377e-20
16200,6.47631855960087e-20
16300,6.5174874042832e-20
16400,6.55855875653924e-20
16500,6.59953042740884e-20
16600,6.64040024616319e-20
16700,6.68116606082843e-20
16800,6.72182573870161e-20
16900,6.76237716685859e-20
17000,6.80281825265279e-20
17100,6.84314692420423e-20
17200,6.88336113087807e-20
17300,6.9234588437521e-20
17400,6.96343805607253e-20
17500,7.00329678369757e-20
17600,7.0430330655282e-20
17700,7.08264496392584e-20
17800,7.12213056511636e-20
17900,7.16148797958014e-20
18000,7.20071534242775e-20
18100,7.23981081376108e-20
18200,7.27877257901961e-20
18300,7.31759884931155e-20
18400,7.35628786172974e-20
18500,7.39483787965215e-20
18600,7.43324719302684e-20
18700,7.47151411864124e-20
18800,7.50963700037591e-20
18900,7.54761420944245e-20
19000,7.58544414460582e-20
19100,7.62312523239093e-20
19200,7.66065592727367e-20
19300,7.69803471185639e-20
19400,7.73526009702789e-20
19500,7.77233062210818e-20
19600,7.80924485497797e-20
19700,7.84600139219321e-20
19800,7.88259885908468e-20
19900,7.91903590984304e-20
20000,7.9553112275893e-20
