# 
NaN,0,0.01,0.02,0.03
300,2.25694458047923e-283,2.28288091119307e-283,2.30912058700526e-283,2.33566836053906e-283
400,2.14765823928303e-217,2.17218210351147e-217,2.19708165588566e-217,2.22236409588713e-217
500,7.66328702701693e-178,7.76198244959015e-178,7.86234737640616e-178,7.96441103399159e-178
600,1.73776866640678e-151,1.76197309352141e-151,1.78657111463582e-151,1.81156871930862e-151
700,1.13058818946727e-132,1.14659260489013e-132,1.1628356433558e-132,1.17932047138102e-132
800,1.40989556742072e-118,1.42937902916559e-118,1.44912587831986e-118,1.46913919896014e-118
900,1.25349125176195e-107,1.27004255300357e-107,1.28679691481901e-107,1.30375646093332e-107
1000,6.97486815460335e-99,7.06196924302654e-99,7.15004492492372e-99,7.23910441241926e-99
1100,9.69262707562723e-92,9.80663227264503e-92,9.92180853789957e-92,1.00381660285461e-91
1200,8.46893888439685e-86,8.56270746051695e-86,8.65736805853937e-86,8.7529279940425e-86
1300,8.82005211674346e-81,8.91215640745665e-81,9.00508375381638e-81,9.09884097176022e-81
1400,1.7294077483294e-76,1.74651839006776e-76,1.76377640477967e-76,1.78118317258064e-76
1500,8.92974080864975e-73,9.01414188835585e-73,9.09927512258828e-73,9.18514926182041e-73
1600,1.56240975282248e-69,1.57670971984594e-69,1.59114271831249e-69,1.60571088928767e-69
1700,1.1240148804927e-66,1.13418233900691e-66,1.14445835561913e-66,1.15484520463241e-66
1800,3.86758007461873e-64,3.90312265750571e-64,3.93912271291629e-64,3.97559177539916e-64
1900,7.17785482014122e-62,7.24708251002407e-62,7.31740013317549e-62,7.38883830323438e-62
2000,7.91613989314559e-60,7.99890944931207e-60,8.08324537307904e-60,8.16919396166456e-60
2100,5.61385430907785e-58,5.67918983916989e-58,5.7459591369833e-58,5.81420520333251e-58
2200,2.73082910681415e-56,2.76676927288508e-56,2.80358772073398e-56,2.84131060540929e-56
2300,9.60711227164868e-55,9.75065943512495e-55,9.89797317068798e-55,1.00491634779142e-54
2400,2.55216695247943e-53,2.59519285200355e-53,2.63939625846869e-53,2.68481066192628e-53
2500,5.30249656131776e-52,5.40203823800594e-52,5.50436065019128e-52,5.60954053374271e-52
2600,8.86492169905712e-51,9.04715536157985e-51,9.23450645323113e-51,9.42711173758149e-51
2700,1.22064574187839e-49,1.24764241400976e-49,1.27539312851132e-49,1.30391738680657e-49
2800,1.41116899988774e-48,1.44419022360246e-48,1.47812221085542e-48,1.51298775367099e-48
2900,1.39215639389357e-47,1.42611356233672e-47,1.46099110818056e-47,1.49681132457793e-47
3000,1.18844899173321e-46,1.21828613180348e-46,1.24891544865236e-46,1.28035552353249e-46
3100,8.88735811357755e-46,9.11463251053643e-46,9.34780547202094e-46,9.58701106473797e-46
3200,5.88560777508061e-45,6.03763188158217e-45,6.19350792517351e-45,6.35332080031816e-45
3300,3.48562336563457e-44,3.57595436955997e-44,3.6685181708985e-44,3.76336252173842e-44
3400,1.86240363706274e-43,1.91057383821937e-43,1.95990515224055e-43,2.01042169378776e-43
3500,9.04996349193849e-43,9.28262037364272e-43,9.52074547917809e-43,9.76444917445493e-43
3600,4.02862243781647e-42,4.13123676860879e-42,4.23620290996089e-42,4.3435670239092e-42
3700,1.65376686412088e-41,1.69540047898222e-41,1.73796474381613e-41,1.78147743595808e-41
3800,6.29815621840897e-41,6.45457473715206e-41,6.61440439773731e-41,6.77770865608262e-41
3900,2.23745570359296e-40,2.29219729501958e-40,2.34810393820034e-40,2.40519675315458e-40
4000,7.45190216011769e-40,7.63131608991911e-40,7.81445791594373e-40,8.00139353506231e-40
4100,2.33738871421739e-39,2.39272437486697e-39,2.44918300259169e-39,2.50678396544437e-39
4200,6.93351177677799e-39,7.09482388693694e-39,7.25933462700266e-39,7.42709785601827e-39
4300,1.95247802901632e-38,1.99710206449788e-38,2.04259103831273e-38,2.08895917721488e-38
4400,5.23770953714224e-38,5.35527549096693e-38,5.47506989307762e-38,5.59712856905965e-38
4500,1.34277757550855e-37,1.37237383534943e-37,1.40251893761345e-37,1.43322151104105e-37
4600,3.29947409194744e-37,3.37088128985963e-37,3.44358455241898e-37,3.51760381712099e-37
4700,7.79166686385902e-37,7.95724125961363e-37,8.1257582734519e-37,8.29726222080669e-37
4800,1.77269657919141e-36,1.80968678599257e-36,1.84732095991235e-36,1.88560860030796e-36
4900,3.89444295173391e-36,3.97424783101835e-36,4.05541421967541e-36,4.13796180082163e-36
5000,8.27894146596507e-36,8.44556917318906e-36,8.61498382728418e-36,8.78722493585202e-36
5100,1.70633621531948e-35,1.74007218722567e-35,1.7743615592037e-35,1.80921202806075e-35
5200,3.41580522447264e-35,3.48215734019186e-35,3.54957737426187e-35,3.6180799073059e-35
5300,6.65243930728119e-35,6.77942639061677e-35,6.90841957055569e-35,7.03944575081432e-35
5400,1.26239749805979e-34,1.28608292051537e-34,1.31013575520516e-34,1.33456084499834e-34
5500,2.33753857438675e-34,2.38065512088453e-34,2.42442867098637e-34,2.46886774164853e-34
5600,4.22907279295098e-34,4.30577850907105e-34,4.38363284013233e-34,4.46265043999606e-34
5700,7.48499346193669e-34,7.6185211405252e-34,7.75401450325217e-34,7.89149824814146e-34
5800,1.297469195317e-33,1.32023989091269e-33,1.34334026370386e-33,1.36677439628735e-33
5900,2.20509787225977e-33,2.24317904076601e-33,2.28180267194737e-33,2.320975392009e-33
6000,3.67805981333676e-33,3.74057845445339e-33,3.80397368429573e-33,3.86825607367235e-33
6100,6.02665484242349e-33,6.1275062075278e-33,6.22975001821843e-33,6.33340286656694e-33
6200,9.70914151648795e-33,9.86913725350655e-33,1.00313092089823e-32,1.01956830307965e-32
6300,1.53917710365309e-32,1.56416022051946e-32,1.58947824931325e-32,1.61513509796906e-32
6400,2.4028886675966e-32,2.44131521129091e-32,2.48024968380001e-32,2.51969795938084e-32
6500,3.69683019091457e-32,3.7550910509844e-32,3.8141116063176e-32,3.87390057483915e-32
6600,5.60880925143524e-32,5.69594145938706e-32,5.78419501956263e-32,5.87358271556664e-32
6700,8.39719213898438e-32,8.52581396155641e-32,8.65607032343255e-32,8.78797975910319e-32
6800,1.24131043428526e-31,1.26006237953709e-31,1.2790497582293e-31,1.29827522915469e-31
6900,1.81282191876587e-31,1.83983787146979e-31,1.86718910941414e-31,1.89487940864402e-31
7000,2.61691604530578e-31,2.65539906529481e-31,2.6943544468594e-31,2.73378750244268e-31
7100,3.73596482973331e-31,3.79019145007402e-31,3.84507675283052e-31,3.90062814590435e-31
7200,5.27716164350868e-31,5.35278536325465e-31,5.42931864965625e-31,5.50677174656522e-31
7300,7.37866195835946e-31,7.48308635691265e-31,7.58875513912032e-31,7.69568235918853e-31
7400,1.02168931006401e-30,1.03597266594099e-30,1.05042476614085e-30,1.06504752455275e-30
7500,1.40151797983719e-30,1.4208785868848e-30,1.4404660983767e-30,1.46028310236032e-30
7600,1.90538375875383e-30,1.93139943455556e-30,1.95771778096063e-30,1.98434227441718e-30
7700,2.56818897057261e-30,2.60285763728492e-30,2.63792696440446e-30,2.67340159234196e-30
7800,3.43305647716638e-30,3.47888918603403e-30,3.52524841945275e-30,3.57214033443256e-30
7900,4.5528732202393e-30,4.61300350470329e-30,4.67382093012536e-30,4.73533361917767e-30
8000,5.99204298762795e-30,6.0703546244324e-30,6.14955710050145e-30,6.22966107331166e-30
8100,7.82846339802507e-30,7.92973881137709e-30,8.03216188432467e-30,8.13574652714357e-30
8200,1.01557414304178e-29,1.02858331323427e-29,1.04173944842559e-29,1.05504435509111e-29
8300,1.30856609534882e-29,1.32516885742012e-29,1.34195874021693e-29,1.35893807839453e-29
8400,1.67509146474621e-29,1.69614902731608e-29,1.71744353653748e-29,1.73897799557241e-29
8500,2.13081114725893e-29,2.15735961749998e-29,2.18420656225087e-29,2.21135582710263e-29
8600,2.69410694445554e-29,2.7273864057425e-29,2.76103997172551e-29,2.79507254506705e-29
8700,3.38644019509836e-29,3.42792753241473e-29,3.46988153315372e-29,3.51230842082956e-29
