# 
1700,1.86545121158444e-66,1.89044748653787e-66,2.12888974382158e-66,2.7548441190954e-66,6.46632163666799e-66,2.87028304855939e-64,2.69771184264682e-57
1800,6.99450527979375e-64,7.08841540432142e-64,7.98428666939333e-64,1.03364757702659e-63,2.42875144664103e-63,1.07672321132428e-61,1.01687557240781e-54
1900,1.40357626104363e-61,1.42245814523466e-61,1.60259499391139e-61,2.0756297071341e-61,4.88203934564729e-61,2.16174825243194e-59,2.05034791398079e-52
2000,1.6558348171092e-59,1.67815529486662e-59,1.89110852613297e-59,2.45039826142983e-59,5.76942539433939e-59,2.5507881045496e-57,2.42839751373802e-50
2100,1.2391186146564e-57,1.25585758951572e-57,1.4155679276738e-57,1.83508218141127e-57,4.32514821682266e-57,1.90574670661515e-55,1.81965553865024e-48
2200,6.25972398137324e-56,6.34447729186136e-56,7.15317147551271e-56,9.27767938539632e-56,2.18897408817929e-55,9.59265633413493e-54,9.17916384970774e-47
2300,2.24743361201267e-54,2.27793496350028e-54,2.56898667096173e-54,3.33370857602955e-54,7.87383586730408e-54,3.42469035399061e-52,3.2817213615188e-45
2400,5.98581975207106e-53,6.0672565509462e-53,6.84438892144724e-53,8.88653324115191e-53,2.10109466229569e-52,9.05129981174246e-51,8.67946504900264e-44
2500,1.22602433096147e-51,1.24274617822644e-51,1.40232728791312e-51,1.82172819043254e-51,4.31165432161019e-51,1.83579525019771e-49,1.76034785832175e-42
2600,1.99081878567305e-50,2.01804093813814e-50,2.27784280957768e-50,2.96072381093126e-50,7.01450977243557e-50,2.94608507755431e-48,2.82305793779169e-41
2700,2.63009284807417e-49,2.66614940463981e-49,3.01028247937619e-49,3.91493743573403e-49,9.28453126150178e-49,3.84111360865309e-47,3.67612073634368e-40
2800,2.8903827572032e-48,2.93011171811653e-48,3.30931451296814e-48,4.30628186644171e-48,1.02228189709193e-47,4.16021406928727e-46,3.97436588721861e-39
2900,2.69333165414153e-47,2.73045061797642e-47,3.0847595925472e-47,4.01638981164636e-47,9.54409536308931e-47,3.81528358711188e-45,3.63628433543295e-38
3000,2.16356714102188e-46,2.19346529276827e-46,2.47886430666496e-46,3.22938916244959e-46,7.68152568832165e-46,3.01221292094569e-44,2.862532248485e-37
3100,1.52007067446822e-45,1.54113347804618e-45,1.74220285242165e-45,2.27102408314697e-45,5.40721448297657e-45,2.0770908080892e-43,1.96698944661247e-36
3200,9.45913287413028e-45,9.59056127538357e-45,1.08452626368353e-44,1.41455576445116e-44,3.37126013847062e-44,1.26681488111029e-42,1.19475949940672e-35
3300,5.27166428108119e-44,5.34511143118342e-44,6.04632002535542e-44,7.89094506770717e-44,1.88241861459771e-43,6.9098423158325e-42,6.48609791836188e-35
3400,2.65704425321066e-43,2.69416494360392e-43,3.04857756200008e-43,3.98101030158637e-43,9.5058141316713e-43,3.40377041842203e-41,3.17787239120586e-34
3500,1.22169871280508e-42,1.23881343948393e-42,1.40222532658964e-42,1.83219559573086e-42,4.3789506507202e-42,1.52735964819494e-40,1.41733720869801e-33
3600,5.16364584372966e-42,5.23618015993226e-42,5.9287719920933e-42,7.75131341396516e-42,1.85424536154143e-41,6.29122280592151e-40,5.79833209321216e-33
3700,2.0187605935278e-41,2.04719252508161e-41,2.31868599454936e-41,3.03318575136417e-41,7.26208354716764e-41,2.39461729214793e-39,2.19062159348943e-32
3800,7.34215142107052e-41,7.44581053525445e-41,8.43568111462777e-41,1.10409992665578e-40,2.6455374639968e-40,8.48146185485375e-39,7.69933312203118e-32
3900,2.49797512222093e-40,2.53332347207174e-40,2.8708881333616e-40,3.75942847529146e-40,9.01481623584415e-40,2.81622618901813e-38,2.53773234493149e-31
4000,7.98997812690179e-40,8.10328645542819e-40,9.18538210382075e-40,1.20339199054624e-39,2.88774739510442e-39,8.81118490871745e-38,7.88487946467327e-31
4100,2.41354053116664e-39,2.44783693214783e-39,2.77537931334097e-39,3.63767949534919e-39,8.73538816485851e-39,2.60943784336873e-37,2.32012397580231e-30
4200,6.91331454518057e-39,7.01173924892681e-39,7.95175994875801e-39,1.04266826304209e-38,2.50552812407561e-38,7.34501382739281e-37,6.4925445204907e-30
4300,1.88472185306775e-38,1.91160241772255e-38,2.16833754973655e-38,2.84432943797167e-38,6.83941535438952e-38,1.97238296612653e-36,1.73443383530109e-29
4400,4.90679309919286e-38,4.97689256367345e-38,5.64642951074209e-38,7.40946689944573e-38,1.78280353600417e-37,5.07006738055809e-36,4.43853034275278e-29
4500,1.22368080968454e-37,1.24119000571847e-37,1.40842930934407e-37,1.84883715416146e-37,4.45128019303959e-37,1.25140462500125e-35,1.09149581178488e-28
4600,2.93138649001007e-37,2.97339236282067e-37,3.37462279404348e-37,4.43129261006569e-37,1.06752860096653e-36,2.97414085155728e-35,2.58669580811211e-28
4700,6.76275533926642e-37,6.85979729313172e-37,7.78674351191583e-37,1.02280810099209e-36,2.46547073466812e-36,6.82363609356491e-35,5.92291738599338e-28
4800,1.50604646914151e-36,1.52768537362093e-36,1.73438558068064e-36,2.2788145522564e-36,5.49624049821537e-36,1.5148676864788e-34,1.31346171973774e-27
4900,3.24453428124898e-36,3.29120820418422e-36,3.73705956830619e-36,4.91146136317096e-36,1.18525994962829e-35,3.26110857865198e-34,2.82698041585522e-27
5000,6.77525900902237e-36,6.87283395983139e-36,7.80493650498897e-36,1.02602965034622e-35,2.47739760774806e-35,6.8088991441665e-34,5.90272397644359e-27
5100,1.37388895623313e-35,1.39369607559804e-35,1.58291105102469e-35,2.08137034106043e-35,5.02800398369585e-35,1.37862663017057e-33,1.19458803676367e-26
5200,2.70994923044148e-35,2.74905638975016e-35,3.12264927471938e-35,4.10687202442891e-35,9.92535614940023e-35,2.71146128783779e-33,2.34717268636134e-26
5300,5.20751745697334e-35,5.28273528196799e-35,6.0013077412331e-35,7.89445310669671e-35,1.90864228027094e-34,5.18822974340575e-33,4.4843525607206e-26
5400,9.763070681274e-35,9.90420806905693e-35,1.12525458328855e-34,1.48050019841194e-34,3.58061794776499e-34,9.67190314584141e-33,8.34241761569323e-26
5500,1.78816926204413e-34,1.81403957230318e-34,2.06119176267618e-34,2.71238401027247e-34,6.56187093403877e-34,1.75893514143153e-32,1.51313778966334e-25
5600,3.20358502094649e-34,3.24996594534551e-34,3.69307214508818e-34,4.86059519000742e-34,1.17617887756907e-33,3.12431858959647e-32,2.67896561549393e-25
5700,5.62043323498742e-34,5.70185803165429e-34,6.4797694064654e-34,8.52950962410571e-34,2.06441110868737e-33,5.42635586010915e-32,4.63467642754358e-25
5800,9.66666619281964e-34,9.80679322118575e-34,1.11455441786785e-33,1.46731316507412e-33,3.55192924895431e-33,9.22464431965579e-32,7.84247081113665e-25
5900,1.63150427092383e-33,1.65516709780607e-33,1.88123993773998e-33,2.47694862460901e-33,5.99665628034103e-33,1.53632032033945e-31,1.29910120804485e-24
6000,2.70469678427999e-33,2.74394381181888e-33,3.1189098032533e-33,4.10696972265111e-33,9.94365914892143e-33,2.50885890600039e-31,2.10825826907309e-24
6100,4.40865402002801e-33,4.47265514178232e-33,5.08412579896201e-33,6.69540749479438e-33,1.62113469990282e-32,4.02070220378163e-31,3.35434114285232e-24
6200,7.07237639451631e-33,7.17509078428297e-33,8.15643672787697e-33,1.07423996088017e-32,2.60111940271422e-32,6.34518066454e-31,5.25571266618278e-24
6300,1.11745471749169e-32,1.13369045187243e-32,1.28880966788421e-32,1.69757174171261e-32,4.11066133303653e-32,9.88608777667427e-31,8.13749376221581e-24
6400,1.74023347037926e-32,1.76552745906977e-32,2.00719249606043e-32,2.64402349006505e-32,6.40296515256481e-32,1.52194620850286e-30,1.24621261949264e-23
6500,2.67294102120776e-32,2.71180604681919e-32,3.08313458155062e-32,4.06166565396011e-32,9.83694144091161e-32,2.31686050925671e-30,1.8893514744128e-23
6600,4.05179871749138e-32,4.11073317945923e-32,4.67381509226201e-32,6.15767999669823e-32,1.49149227290077e-31,3.49005370976125e-30,2.83789761482261e-23
6700,6.06512139400468e-32,6.15336944011465e-32,6.99652997613908e-32,9.21850983372658e-32,2.23316378491429e-31,5.20568034405074e-30,4.22624303005897e-23
6800,8.97027027511594e-32,9.10082953252261e-32,1.0348258417598e-31,1.36356639717625e-31,3.30369676268966e-31,7.69296049207293e-30,6.24398356815819e-23
6900,1.31151489416891e-31,1.33060922535224e-31,1.51304733573753e-31,1.99384382449901e-31,4.83155831574125e-31,1.12697491114576e-29,9.15713049580189e-23
7000,1.89651742670803e-31,1.92413654517427e-31,2.18802716756759e-31,2.883497350539e-31,6.98869528774362e-31,1.63738688594849e-29,1.3336865492186e-22
7100,2.71367921292075e-31,2.75320914143842e-31,3.13090589149968e-31,4.12632793457946e-31,1.00029731704537e-30,2.36044938847711e-29,1.92982511012133e-22
7200,3.84387385738327e-31,3.89988108920379e-31,4.43501743513628e-31,5.84540517997786e-31,1.41735046630366e-30,3.37764498038298e-29,2.77519671350985e-22
7300,5.39223854651775e-31,5.47082443083348e-31,6.22170012589528e-31,8.20073191043918e-31,1.98893391334095e-30,4.79833306476839e-29,3.96636837201796e-22
7400,7.49426408268717e-31,7.6035080839189e-31,8.6473243669149e-31,1.13985029029768e-30,2.76511745807814e-30,6.74698483583304e-29,5.60792490639695e-22
7500,1.03231038885496e-30,1.04736136555006e-30,1.19117293644513e-30,1.57022369232633e-30,3.80988846776359e-30,9.3814012924528e-29,7.83201241590827e-22
7600,1.40982754858401e-30,1.43038640128879e-30,1.62682662198561e-30,2.14460227809123e-30,5.20438496150189e-30,1.29044510260137e-28,1.08095995981863e-21
7700,1.90959420420862e-30,1.937445491688e-30,2.20356635331519e-30,2.90501626336068e-30,7.05066523006661e-30,1.75665423069986e-28,1.47500028513515e-21
7800,2.56609740631625e-30,2.60352927655142e-30,2.96119473031144e-30,3.90395249904814e-30,9.47614934380778e-30,2.36730930723744e-28,1.99058499068771e-21
7900,3.42210011711553e-30,3.47202514053698e-30,3.94906567845737e-30,5.20649229635669e-30,1.26387876097119e-29,3.15921627456165e-28,2.6577565599106e-21
8000,4.53026731963047e-30,4.59636704062429e-30,5.22796089432592e-30,6.89278499154444e-30,1.67330339419271e-29,4.17618903230598e-28,3.51168737114441e-21
8100,5.95503571613443e-30,6.04193246426524e-30,6.87224725292537e-30,9.06089154420717e-30,2.19967041306728e-29,5.46972710612874e-28,4.59286698661144e-21
8200,7.77475020702426e-30,7.88821004264071e-30,8.97234188267438e-30,1.18300332281461e-29,2.87188001170846e-29,7.09956620390292e-28,5.9470445665467e-21
8300,1.0084090649953e-29,1.02312616553349e-29,1.16375119563193e-29,1.53442808902734e-29,3.72483815535553e-29,9.13402421724275e-28,7.62482426513803e-21
8400,1.29968124621842e-29,1.31865029253897e-29,1.49990363033198e-29,1.97767202872905e-29,4.80045649803405e-29,1.16500444134067e-27,9.68078609508843e-21
8500,1.66488245514164e-29,1.68918259381707e-29,1.92137560790811e-29,2.53341307459857e-29,6.14878674534483e-29,1.47359680708864e-27,1.21758007843982e-20
8600,2.12016285141375e-29,2.15110885896149e-29,2.44680440359728e-29,3.22622296559198e-29,7.82941636732488e-29,1.85240723011583e-27,1.52153275947982e-20
8700,2.68461375507948e-29,2.72379888216243e-29,3.09822064202646e-29,4.08514525085427e-29,9.91271646538627e-29,2.31579490428458e-27,1.89085852228233e-20
8800,3.38069001602051e-29,3.43003496451618e-29,3.90153540074671e-29,5.14433689005224e-29,1.24814017195931e-28,2.87977108574974e-27,2.33734306859536e-20
8900,4.23467469805208e-29,4.29648334056467e-29,4.88707606817551e-29,6.44377406141539e-29,1.56322564834237e-28,3.56282567400134e-27,2.87448159142957e-20
9000,5.27718785186437e-29,5.35421032334135e-29,6.0901729207528e-29,8.03002429830704e-29,1.94779966031162e-28,4.38622544835077e-27,3.51766927521897e-20
9100,6.54374101078688e-29,6.63924482625367e-29,7.55179832396929e-29,9.95708769867546e-29,2.41492967142379e-28,5.37433681278814e-27,4.28440640022325e-20
9200,8.07533879994091e-29,8.19318867031564e-29,9.31926013695722e-29,1.22873092363235e-28,2.97969877199313e-28,6.55497547485034e-27,5.1945205963993e-20
9300,9.91912880042127e-29,1.00638758324192e-28,1.14469506101833e-28,1.50923638139141e-28,3.65944281573846e-28,7.95978473019825e-27,6.27040797232562e-20
9400,1.21291005362472e-28,1.2306081512165e-28,1.39971517468074e-28,1.84543152709343e-28,4.47400521089924e-28,9.62464419024735e-27,7.53729514944328e-20
9500,1.47668341547331e-28,1.49822815930703e-28,1.7040897752445e-28,2.24667500975564e-28,5.44600951792355e-28,1.15901109883802e-26,9.02352458467962e-20
9600,1.79022990527579e-28,1.8163462750871e-28,2.06588948278572e-28,2.72359861107901e-28,6.60114988457905e-28,1.39018957278139e-26,1.07608659606646e-19
9700,2.16147023651973e-28,2.19299831202337e-28,2.4942498168067e-28,3.28823558273685e-28,7.96849922167737e-28,1.66113756913913e-26,1.27848568621445e-19
9800,2.59933868794276e-28,2.6372483073402e-28,2.99947456216793e-28,3.95415637210734e-28,9.58083488894679e-28,1.97761481216431e-26,1.51351764381891e-19
9900,3.113877757602e-28,3.15928452949275e-28,3.59314470413662e-28,4.7366115988433e-28,1.1474981523177e-27,2.34606266973082e-26,1.78560562755074e-19
10000,3.71633756115561e-28,3.77052029465437e-28,4.2882327909982e-28,5.65268208514401e-28,1.36921704956253e-27,2.77366846783872e-26,2.09967332707787e-19
10100,4.4192798228902e-28,4.48369943806275e-28,5.09922254431584e-28,6.7214356915811e-28,1.62784153624154e-27,3.26843485840314e-26,2.46119498917746e-19
10200,5.23668624830253e-28,5.31300622541411e-28,6.04223346737489e-28,7.964090617304e-28,1.92849024426141e-27,3.83925466055049e-26,2.87625078543369e-19
10300,6.18407109751957e-28,6.27417952049502e-28,7.1351502383752e-28,9.40418487282366e-28,2.27683957893468e-27,4.49599166066097e-26,3.35158819110489e-19
10400,7.2785975802718e-28,7.38463082350649e-28,8.39775644291447e-28,1.10677513214888e-27,2.67916550377194e-27,5.24956785078835e-26,3.8946901144478e-19
10500,8.53919777386274e-28,8.66356587659939e-28,9.85187229515924e-28,1.29834978145067e-27,3.14238649446169e-27,6.11205767041239e-26,4.51385058791927e-19
10600,9.98669700188018e-28,1.01321107894059e-27,1.15214974444138e-27,1.51829938971291e-27,3.67410803724323e-27,7.09679027192069e-26,5.21825890694419e-19
10700,1.1643934250386e-27,1.18134341255015e-27,1.34329490084724e-27,1.77008507897867e-27,4.2826653175247e-27,8.21845790556351e-26,6.01809317335651e-19
10800,1.35359179598125e-27,1.37329049220511e-27,1.56150408732682e-27,2.05749567332365e-27,4.9771797651507e-27,9.49324073933552e-26,6.92462054326026e-19
10900,1.56903794045254e-27,1.59186546864799e-27,1.80997280763585e-27,2.38473385794019e-27,5.76776775784991e-27,1.09376790473394e-25,7.94861811232119e-19
11000,1.81381644652473e-27,1.84019751624148e-27,2.09225618152703e-27,2.75647669773185e-27,6.66567835402414e-27,1.25660456237249e-25,9.09702888145705e-19
11100,2.09122780307418e-27,2.12163470373316e-27,2.41215680857219e-27,3.17772399293633e-27,7.68293381203342e-27,1.43964463624113e-25,1.03807705927385e-18
11200,2.40485401262682e-27,2.43981063007065e-27,2.77380118212483e-27,3.65390043893563e-27,8.83257296127403e-27,1.64484668227402e-25,1.18116259937695e-18
11300,2.7585813970507e-27,2.79866756295806e-27,3.18166600759587e-27,4.19089031285201e-27,1.01287336871082e-26,1.87429595803937e-25,1.3401905563935e-18
11400,3.1566153161838e-27,3.20247135891501e-27,3.6405950449387e-27,4.79505936579969e-27,1.15867040299495e-26,2.13020553559635e-25,1.51644144186456e-18
11500,3.60349919469249e-27,3.65583075983294e-27,4.15582098072988e-27,5.47328347108408e-27,1.32229901804149e-26,2.41491807279339e-25,1.71124108072748e-18
11600,4.10413129529867e-27,4.16371439842087e-27,4.73298465029639e-27,6.23297367178631e-27,1.50553752227701e-26,2.73090611908069e-25,1.92595558021407e-18
11700,4.66378280488289e-27,4.73146913656709e-27,5.37815578435639e-27,7.0821032583709e-27,1.71029828450552e-26,3.08077204749854e-25,2.16198536113688e-18
11800,5.2881157843794e-27,5.36483826421463e-27,6.09785358462745e-27,8.02923459047909e-27,1.93863402469502e-26,3.46724710654769e-25,2.4207581958673e-18
11900,5.98320135294109e-27,6.06997993522716e-27,6.89906756229012e-27,9.08354624868416e-27,2.19274417256426e-26,3.89318966638454e-25,2.70372119839567e-18
12000,6.75553801118926e-27,6.85348574357212e-27,7.78927852839621e-27,1.02548603676643e-26,2.47498125680636e-26,4.36158258680564e-25,3.01233171316615e-18
12100,7.6120700447663e-27,7.72239938015127e-27,8.77647966806278e-27,1.15536700602188e-26,2.78785730257976e-26,4.87552964775285e-25,3.34804705094765e-18
12200,8.5602059999187e-27,8.68423536185244e-27,9.86919768855219e-27,1.29911669182974e-26,3.13405023337912e-26,5.43825099868859e-25,3.71231302174619e-18
12300,9.60783717976229e-27,9.74699778073117e-27,1.10765139820457e-26,1.45792685131299e-26,3.51641025840306e-26,6.05307757363481e-25,4.10655121681829e-18
12400,1.07633561296502e-26,1.09191990412765e-26,1.24080857666074e-26,1.63306458461926e-26,3.93796623356762e-26,6.72344442573541e-25,4.53214499397337e-18
12500,1.20356750868486e-26,1.22098785604659e-26,1.38741671752404e-26,1.82587507080916e-26,4.40193198403437e-26,7.4528829359237e-25,4.9904241227884e-18
12600,1.34342443390904e-26,1.36286213745749e-26,1.54856302312662e-26,2.03778428686989e-26,4.9117125720538e-26,8.24501185197174e-25,5.4826480488839e-18
12700,1.4969070454033e-26,1.51855766142426e-26,1.72539856664984e-26,2.27030170417794e-26,5.4709104966301e-26,9.10352711703901e-25,6.00998773916018e-18
12800,1.66507343633762e-26,1.68914758311178e-26,1.91914035614039e-26,2.52502295921935e-26,6.08333181493396e-26,1.00321904501117e-24,6.57350607288351e-18
12900,1.84904092199036e-26,1.87576510936632e-26,2.131073371833e-26,2.80363248801735e-26,6.75299216585399e-26,1.10348166413743e-24,7.17413674615004e-18
13000,2.04998779962403e-26,2.0796052820442e-26,2.3625525731679e-26,3.10790611948349e-26,7.4841226839688e-26,1.21152595300013e-24,7.81266166073974e-18
13100,2.26915509523504e-26,2.30192674780879e-26,2.61500488836121e-26,3.43971364072854e-26,8.28117581540251e-26,1.32773966391558e-24,8.48968677145409e-18
13200,2.50784827760071e-26,2.54405349470803e-26,2.88993116581131e-26,3.80102131109535e-26,9.14883100013146e-26,1.45251124366922e-24,9.20561636926594e-18
13300,2.76743894723538e-26,2.80737656314516e-26,3.18890809494134e-26,4.19389433236057e-26,1.00920002256085e-25,1.58622802012941e-24,9.96062578110697e-18
13400,3.04936653641525e-26,3.09335576751746e-26,3.51359013378748e-26,4.62049931468518e-26,1.11158334982953e-25,1.72927424844784e-24,1.07546324703462e-17
13500,3.35513991258239e-26,3.4035213203741e-26,3.86571133097461e-26,5.08310661608914e-26,1.22257240698365e-25,1.88202901214917e-24,1.15872655257167e-17
13600,3.68633893782138e-26,3.73947541197216e-26,4.24708709663711e-26,5.58409261378792e-26,1.34273134895545e-25,2.04486397928873e-24,1.24578335296456e-17
13700,4.04461599951829e-26,4.10289376037636e-26,4.65961593774341e-26,6.12594192347118e-26,1.47264965001728e-25,2.21814101311377e-24,1.33652908006647e-17
13800,4.43169729731537e-26,4.49552691633142e-26,5.10528093396381e-26,6.71124932382681e-26,1.61294254576973e-25,2.40220963041669e-24,1.43082020079532e-17
13900,4.84938414649357e-26,4.9192015840618e-26,5.58615122456305e-26,7.34272167831424e-26,1.76425146517347e-25,2.59740431466005e-24,1.52847051594372e-17
14000,5.29955452009059e-26,5.37582218117911e-26,6.10438373745163e-26,8.02318010366492e-26,1.92724448474424e-25,2.80404169022132e-24,1.62924729685355e-17
14100,5.78416437509932e-26,5.86737218120068e-26,6.66222468707912e-26,8.75556187275378e-26,2.10261673803803e-25,3.02241754502073e-24,1.73286726077021e-17
14200,6.30524551078962e-26,6.39591197365765e-26,7.26200745684096e-26,9.54291839101876e-26,2.29109030422811e-25,3.25280360956007e-24,1.83899238669189e-17
14300,6.86489581196289e-26,6.96356907794675e-26,7.90614255006322e-26,1.03884045780459e-25,2.49341296849193e-25,3.49544394346594e-24,1.94722553521669e-17
14400,7.46528565928359e-26,7.57254458854797e-26,8.59712435935255e-26,1.12952864295095e-25,2.71035938953857e-25,3.75056431888641e-24,2.05712140551605e-17
14500,8.10866014216124e-26,8.22511540973889e-26,9.33753362972718e-26,1.22669443720062e-25,2.94273545044314e-25,4.01925362543523e-24,2.16926356559217e-17
14600,8.79733996792314e-26,8.92363517157054e-26,1.01300384163093e-25,1.3306874011539e-25,3.19137456702825e-25,4.3025517164691e-24,2.28414955165978e-17
14700,9.5337370361937e-26,9.67054987156712e-26,1.09774103325876e-25,1.44187036500201e-25,3.45713814866757e-25,4.60099990234465e-24,2.4016405429593e-17
14800,1.0320354998801e-25,1.04683984459861e-25,1.18825252432872e-25,1.56061954789626e-25,3.74091807503061e-25,4.91515821165195e-24,2.52159331766678e-17
14900,1.11597810322265e-25,1.13198045150498e-25,1.28483547644246e-25,1.68732365353108e-25,4.04363560692811e-25,5.24560385474533e-24,2.64385849143135e-17
15000,1.20546862203739e-25,1.22274767720605e-25,1.38779667132287e-25,1.82238393129631e-25,4.36624154895918e-25,5.59293280920523e-24,2.7682823005232e-17
15100,1.30078251680632e-25,1.31942086009269e-25,1.49745247657909e-25,1.96621415373837e-25,4.70971631622188e-25,5.95776153008258e-24,2.89470854267572e-17
15200,1.40220347254211e-25,1.42228767961442e-25,1.61412871372381e-25,2.11924047571933e-25,5.07506977014506e-25,6.34072870828523e-24,3.02298075182126e-17
15300,1.51002359419573e-25,1.53164435315203e-25,1.73816086882635e-25,2.28190167992489e-25,5.46334165489409e-25,6.74249746384978e-24,3.15294461356448e-17
15400,1.62454352923436e-25,1.64779576031971e-25,1.86989423328492e-25,2.45464936103909e-25,5.87560204296549e-25,7.16375785293212e-24,3.28445062910205e-17
15500,1.74607180288974e-25,1.77105476738503e-25,2.00968312461062e-25,2.63794687232396e-25,6.31294867214627e-25,7.60522710451188e-24,3.41735703494577e-17
15600,1.87492732395198e-25,1.90174477262987e-25,2.15789381032536e-25,2.83227325024705e-25,6.77651677332687e-25,8.06766001533724e-24,3.55153298555611e-17
15700,2.01141929196324e-25,2.04017928986585e-25,2.31488099398326e-25,3.03809150607487e-25,7.26739903238969e-25,8.55178771325649e-24,3.68686200435554e-17
15800,2.15583336397793e-25,2.18664789247366e-25,2.4809716278615e-25,3.25582680019211e-25,7.78659051537645e-25,9.05827662491228e-24,3.82324571053871e-17
15900,2.30848999188089e-25,2.34147549157112e-25,2.65653319493365e-25,3.48595854514672e-25,8.33522132563659e-25,9.58791798103828e-24,3.96060783040729e-17
16000,2.46972403860217e-25,2.50500162382889e-25,2.84194985401682e-25,3.7289882368745e-25,8.91447540316569e-25,1.01415663326687e-23,4.09889849173691e-17
16100,2.63987682673439e-25,2.67757237210526e-25,3.03761313567831e-25,3.98542691078158e-25,9.52555888451673e-25,1.07201179692031e-23,4.23809881011026e-17
16200,2.81929626101209e-25,2.8595404898307e-25,3.24392208485142e-25,4.25579533266139e-25,1.01697005935906e-24,1.13245152736913e-23,4.37822577144817e-17
16300,3.00833653996418e-25,3.05126510816176e-25,3.46128292497228e-25,4.54062354931883e-25,1.08481509414074e-24,1.19557500635255e-23,4.5193374142599e-17
16400,3.20735802963019e-25,3.25311160781928e-25,3.6901089118789e-25,4.84045069531902e-25,1.15621814745832e-24,1.26148676965557e-23,4.66153831512503e-17
16500,3.41672708767932e-25,3.46545144047141e-25,3.93082012903715e-25,5.15582471927174e-25,1.2313084214987e-24,1.33029712538767e-23,4.80498538044659e-17
16600,3.63681586683513e-25,3.68866192928247e-25,4.18384326062292e-25,5.48730208470781e-25,1.31021709583226e-24,1.40212259538089e-23,4.94989394685742e-17
16700,3.86800211720895e-25,3.92312606833328e-25,4.44961136311736e-25,5.83544746850951e-25,1.39307725653406e-24,1.47708638103192e-23,5.09654419252903e-17
16800,4.1106689784512e-25,4.16923231168891e-25,4.72856362491781e-25,6.2008334430411e-25,1.4800238212204e-24,1.55531885110674e-23,5.24528786078286e-17
16900,4.36520476172675e-25,4.42737435217847e-25,5.02114511459598e-25,6.58404014417037e-25,1.57119346121877e-24,1.63695805301079e-23,5.39655529724347e-17
17000,4.63200272537791e-25,4.6979508937503e-25,5.32780652165824e-25,6.98565492894993e-25,1.66672452111352e-24,1.72215024729988e-23,5.55086280107403e-17
17100,4.91146084443222e-25,4.98136541756592e-25,5.64900389002778e-25,7.40627202333168e-25,1.76675693579882e-24,1.81105046554353e-23,5.70882029011771e-17
17200,5.20398157038015e-25,5.27802593824818e-25,5.98519834058178e-25,7.84649215607929e-25,1.87143214463194e-24,1.90382309348074e-23,5.8711393034397e-17
17300,5.50997158355742e-25,5.58834475262831e-25,6.33685578517579e-25,8.3069221814961e-25,1.98089300283665e-24,2.00064243497347e-23,6.03864079573417e-17
17400,5.82984153808205e-25,5.91273818086519e-25,6.70444663089554e-25,8.78817468117385e-25,2.09528362033808e-24,2.10167723881109e-23,6.2120665597468e-17
17500,6.16400579529451e-25,6.25162629560119e-25,7.08844546615568e-25,9.29086750734732e-25,2.2147488957469e-24,2.20700610550671e-23,6.39104409595985e-17
17600,6.51288216096582e-25,6.60543265614872e-25,7.4893307703771e-25,9.81562348821504e-25,2.33943517687929e-24,2.31679112493892e-23,6.57621390216289e-17
