# 
NaN,0,1e-05,0.000177827941003892,0.00316227766016838,0.0562341325190349,1,3,10
300,9.08096768800561e-284,9.08106750135487e-284,9.08274278767469e-284,9.11257804914013e-284,9.65725262534274e-284,2.53144713360786e-283,3.26428301564962e-282,7.90803201937981e-276
400,1.09173059922517e-217,1.09174255432347e-217,1.09194321116098e-217,1.09551677733025e-217,1.16077498038777e-217,3.04616641948662e-217,3.93553585553391e-216,1.08706617834317e-209
500,4.56141486123998e-178,4.56146488148037e-178,4.56230443205583e-178,4.57725644474438e-178,4.85035605999709e-178,1.27741057004055e-177,1.74352064659874e-176,5.40707848647963e-170
600,1.13671707744118e-151,1.13672962925393e-151,1.13694030172159e-151,1.14069231917612e-151,1.20923522816637e-151,3.20506120392419e-151,4.59131250445502e-150,1.54492291760263e-143
700,7.89336712899902e-133,7.89345506457393e-133,7.89493099588569e-133,7.92121714101898e-133,8.40149238789828e-133,2.24267479196034e-132,3.32419318408181e-131,1.18280648141124e-124
800,1.04838300032461e-118,1.04839476618419e-118,1.04859224720397e-118,1.05210938177085e-118,1.1163786359037e-118,2.99721650769073e-118,4.52959412199746e-117,1.67323679769398e-110
900,1.00124060200985e-107,1.00125188218459e-107,1.00144121140044e-107,1.00481317740402e-107,1.06643460606454e-107,2.8724443365321e-107,4.40249488425547e-106,1.67391115873348e-99
1000,6.04090660043766e-99,6.0409747523166e-99,6.04211863033388e-99,6.06249123372787e-99,6.43481235798792e-99,1.73578948658004e-98,2.68832677478974e-97,1.04589304404757e-90
1100,9.16836008950771e-92,9.168463540089e-92,9.17019988047177e-92,9.20112437101877e-92,9.76630763994498e-92,2.63593515901888e-91,4.11127124528407e-90,1.62868718001885e-83
1200,8.78758716150619e-86,8.7876863323278e-86,8.78935084031198e-86,8.81899603443902e-86,9.36081479476827e-86,2.52768691373121e-85,3.95805790715893e-84,1.58997835602472e-77
1300,1.00588127691285e-80,1.00589264026783e-80,1.00608336569154e-80,1.00948022654007e-80,1.07156582756655e-80,2.8962894281818e-80,4.54018800637402e-79,1.84259628038701e-72
1400,2.16948275322528e-76,2.1695073046538e-76,2.16991938208064e-76,2.17725858294863e-76,2.31140397420234e-76,6.25590012102718e-76,9.7925638230208e-75,4.00282034006544e-68
1500,1.23198547523617e-72,1.23199944777407e-72,1.23223396643135e-72,1.23641080926706e-72,1.31275729309941e-72,3.55877624852034e-72,5.56382528366506e-71,2.28806716642016e-64
1600,2.36754674391765e-69,2.36757365775605e-69,2.36802538656116e-69,2.3760708168424e-69,2.5231338598549e-69,6.85154358447532e-69,1.07024262518604e-67,4.42464573466175e-61
1700,1.86545121158444e-66,1.86547246448653e-66,1.86582917870841e-66,1.87218237988824e-66,1.9883163115226e-66,5.40785388631375e-66,8.44100696246119e-65,3.50595593512835e-58
1800,6.99450527979375e-64,6.99458513489737e-64,6.9959254437854e-64,7.01979683430092e-64,7.4561674764376e-64,2.03099893242882e-63,3.16796056646327e-62,1.32117355498968e-55
1900,1.40357626104363e-61,1.4035923187818e-61,1.40386183606855e-61,1.40866204399022e-61,1.49641232744609e-61,4.08214677497735e-61,6.36328324538946e-60,2.66325866552954e-53
2000,1.6558348171092e-59,1.65585380143288e-59,1.65617243932159e-59,1.66184751197704e-59,1.76559324954862e-59,4.82373013573111e-59,7.5126377350814e-58,3.1536244547442e-51
2100,1.2391186146564e-57,1.23913285364282e-57,1.23937184455964e-57,1.24362837737015e-57,1.32144369132902e-57,3.61595990308447e-57,5.61875852995144e-56,2.36261488311492e-49
2200,6.25972398137324e-56,6.25979608738538e-56,6.26100633386891e-56,6.2825613820966e-56,6.67662678298911e-56,1.8299738382199e-55,2.8327444260709e-54,1.19159405743376e-47
2300,2.24743361201267e-54,2.2474595659587e-54,2.2478951839227e-54,2.25565375115128e-54,2.39749775574038e-54,6.58236380157854e-54,1.0135002556297e-52,4.25946672552453e-46
2400,5.98581975207107e-53,5.98588905927189e-53,5.987052329935e-53,6.00777077186314e-53,6.38655910006614e-53,1.75647563453745e-52,2.68592508630754e-51,1.1263693089237e-44
2500,1.22602433096147e-51,1.22603856467052e-51,1.22627746708197e-51,1.23053244599146e-51,1.3083265694481e-51,3.60455132240525e-51,5.46563756402729e-50,2.28415700327577e-43
2600,1.99081878567305e-50,1.9908419614694e-50,1.99123095031325e-50,1.99815905719402e-50,2.12482903087894e-50,5.86440733668364e-50,8.80515454996174e-49,3.66261715177208e-42
2700,2.63009284807417e-49,2.63012355079216e-49,2.6306388735638e-49,2.63981706929299e-49,2.8076302291861e-49,7.76268755984316e-49,1.15295222504807e-47,4.76880899492987e-41
2800,2.8903827572032e-48,2.89041659343536e-48,2.89098451000193e-48,2.90109944415725e-48,3.08604387323722e-48,8.5477809838071e-48,1.25464532145466e-46,5.15513615967202e-40
2900,2.69333165414154e-47,2.6933632736084e-47,2.69389398341759e-47,2.70334625462667e-47,2.87617810089442e-47,7.98092098973618e-47,1.15658658877284e-45,4.7161279947516e-39
3000,2.16356714102188e-46,2.16359261451079e-46,2.1640201685679e-46,2.17163518113584e-46,2.31087630894286e-46,6.42400517721317e-46,9.1830057893527e-45,3.71224456227264e-38
3100,1.52007067446822e-45,1.52008862373901e-45,1.52038988926631e-45,1.525755628462e-45,1.62387069049725e-45,4.52247872007035e-45,6.37106633372456e-44,2.55064117127587e-37
3200,9.45913287413025e-45,9.45924489713676e-45,9.46112512240929e-45,9.49461322372786e-45,1.01069717298549e-44,2.81996611425114e-44,3.91151931729197e-43,1.54914268211937e-36
3300,5.27166428108119e-44,5.27172689643421e-44,5.27277784999008e-44,5.29149607561702e-44,5.6337818857509e-44,1.57478195544968e-43,2.14883965079089e-42,8.40930774803272e-36
3400,2.65704425321065e-43,2.65707590585878e-43,2.65760717277104e-43,2.66706942303555e-43,2.84010185252249e-43,7.95334455016415e-43,1.06668994064137e-41,4.11984662213559e-35
3500,1.22169871280508e-42,1.22171330941891e-42,1.22195830308994e-42,1.226321823657e-42,1.30611740172273e-42,3.6642929762992e-42,4.82627630183847e-41,1.83733136551127e-34
3600,5.16364584372966e-42,5.16370771846436e-42,5.16474624147642e-42,5.18324313417401e-42,5.5215019568774e-42,1.5518511879374e-41,2.0056528304895e-40,7.51603504878499e-34
3700,2.0187605935278e-41,2.01878485182541e-41,2.01919200996539e-41,2.02644381703065e-41,2.15906251044057e-41,6.07867655253087e-41,7.70552684885491e-40,2.83939655773176e-33
3800,7.3421514210705e-41,7.3422398796628e-41,7.34372459381744e-41,7.37016854865975e-41,7.85377548712211e-41,2.21475004993873e-40,2.7548604258981e-39,9.97898133485699e-33
3900,2.49797512222092e-40,2.49800529220564e-40,2.49851167383133e-40,2.5075307469532e-40,2.67247424492512e-40,7.54783234113363e-40,9.22805611132488e-39,3.28893011066429e-32
4000,7.98997812690179e-40,7.99007485137348e-40,7.99169830256688e-40,8.02061332903606e-40,8.54942819746947e-40,2.41808148663086e-39,2.91079979075229e-38,1.02183514231212e-31
4100,2.41354053116664e-39,2.41356981225286e-39,2.41406127440292e-39,2.42281463456793e-39,2.58290354823337e-39,7.31530571996906e-39,8.68482187813838e-38,3.00659574931247e-31
4200,6.91331454518057e-39,6.91339858839683e-39,6.91480919390567e-39,6.93993330150898e-39,7.39943080016753e-39,2.09836288955856e-38,2.4610679183591e-37,8.41313576544463e-31
4300,1.88472185306775e-38,1.88474480889398e-38,1.88513010609821e-38,1.89199258867778e-38,2.01750292269799e-38,5.72827840903367e-38,6.64818216472954e-37,2.24740208700594e-30
4400,4.90679309919286e-38,4.90685297088879e-38,4.90785787473279e-38,4.92575611005474e-38,5.25310725632118e-38,1.49322575629485e-37,1.71772923329867e-36,5.75099800963612e-30
4500,1.22368080968454e-37,1.22369576590748e-37,1.22394679548414e-37,1.22841785955547e-37,1.31019269631991e-37,3.72835275721159e-37,4.25798681384925e-36,1.41419050485437e-29
4600,2.93138649001007e-37,2.9314223748777e-37,2.93202467690825e-37,2.94275222835014e-37,3.1389591279413e-37,8.94159654277166e-37,1.01545467100887e-35,3.35130383259443e-29
4700,6.76275533926642e-37,6.76283824859625e-37,6.76422982289419e-37,6.78901505215555e-37,7.24234169130198e-37,2.06505892192417e-36,2.33575847333848e-35,7.6733931357502e-29
4800,1.50604646914151e-36,1.50606495836913e-36,1.50637528695171e-36,1.51190253008602e-36,1.6129979006697e-36,4.60350959583558e-36,5.19418562647309e-35,1.7015832707939e-28
4900,3.24453428124898e-36,3.24457416487797e-36,3.24524358334519e-36,3.25716656068537e-36,3.47524443270266e-36,9.9270782267597e-36,1.119067858477e-34,3.66220996162728e-28
5000,6.77525900902237e-36,6.77534239499607e-36,6.77674196954988e-36,6.80166973165121e-36,7.25761646545987e-36,2.07485283975933e-35,2.33780514603606e-34,7.64642052075302e-28
5100,1.37388895623314e-35,1.37390588432135e-35,1.37419001031001e-35,1.37925056846047e-35,1.47181260270641e-35,4.21091237486894e-35,4.73823316094545e-34,1.54742538005009e-27
5200,2.70994923044148e-35,2.70998265552774e-35,2.71054367197519e-35,2.72053592093434e-35,2.90330431660141e-35,8.31229386875691e-35,9.33280885680042e-34,3.04034594192939e-27
5300,5.20751745697335e-35,5.20758175010021e-35,5.2086608648149e-35,5.22788095606211e-35,5.57943849999134e-35,1.59844853321215e-34,1.78925367105812e-33,5.80850860497273e-27
